League,year,month,day,homeTeam,awayTeam,homeGoals,awayGoals,matchResults
Hungary NB I,2020,9,12,FehervarFC,Puskas,3,1,1
Serbia Prva Liga,2020,9,12,BoracCacak,SlogaKraljevo,3,0,1
Czech First League,2020,9,12,Pardubice,SlaviaPrague,1,1,0
Slovenia 2. SNL,2020,9,12,RudarVelenje,Jadran,1,0,1
France Ligue 2,2020,9,12,Amiens,Paris,1,2,-1
France Ligue 2,2020,9,12,Auxerre,ClermontFoot,0,1,-1
France Ligue 2,2020,9,12,Chambly,Grenoble,1,2,-1
France Ligue 2,2020,9,12,ChamoisNiort,Nancy,1,0,1
France Ligue 2,2020,9,12,RodezAveyron,Caen,0,3,-1
France Ligue 2,2020,9,12,Troyes,Pau,2,0,1
France Ligue 2,2020,9,12,Valenciennes,Chateauroux,1,0,1
Belarus Premier League,2020,9,12,DinamoMinsk,DinamoBrest,2,4,-1
Turkey Super Lig,2020,9,12,Galatasaray,GaziantepBB,3,1,1
Turkey Super Lig,2020,9,12,Goztepespor,Denizlispor,5,1,1
Wales Premier League,2020,9,12,ConnahsQuay,BalaTown,1,1,0
Holland Eredivisie,2020,9,12,Heerenveen,WillemII,2,0,1
Germany DFB Pokal,2020,9,12,Karlsruhe,UnionBerlin,0,0,0
Germany DFB Pokal,2020,9,12,Ingolstadt,FortunaDusseldorf,0,1,-1
Slovenia 2. SNL,2020,9,12,Triglav,RoltekDob,1,2,-1
Luxembourg National Division,2020,9,12,ProgresNiedercorn,F91Dudelange,1,2,-1
Peru Primera Division,2020,9,12,SportBoys,SportHuancayo,0,1,-1
Cyprus 1. Division,2020,9,12,ApollonLimassol,Paphos,1,0,1
Spain Primera Liga,2020,9,12,Granada,AthleticBilbao,2,0,1
Germany DFB Pokal,2020,9,12,Ulm,ErzgebirgeAue,2,0,1
England Premier League,2020,9,12,Liverpool,Leeds,4,3,1
Belgium Juliper League,2020,9,12,OudHeverlee,StandardLiege,1,0,1
Spain Segunda Liga,2020,9,12,SportingGijon,UDLogrones,1,0,1
Spain Segunda Liga,2020,9,12,Leganes,LasPalmas,1,0,1
Portugal LigaPro,2020,9,12,Vizela,Oliveirense,2,1,1
Egypt Premier League,2020,9,12,Enppi,WadiDegla,2,1,1
Croatia 2.HNL,2020,9,12,CibaliaVinkovci,Kustosija,1,2,-1
Turkey Lig 1,2020,9,12,Osmanlispor,Eskisehirspor,1,0,1
Peru Primera Division,2020,9,12,DeportivoLlacuabamba,Universitario,0,1,-1
Norway Tippeligaen,2020,9,12,Kristiansund,VikingFK,3,5,-1
Ireland Premier,2020,9,12,StPatricks,Sligo,0,0,0
Estonia Esiliiga,2020,9,12,TammekaTartuII,LevadiaTallinnII,1,1,0
Estonia Esiliiga,2020,9,12,Vaprus,Elva,6,0,1
Montenegro First League,2020,9,12,Rudar,Petrovac,1,0,1
Montenegro First League,2020,9,12,Iskra,MladostLjeskopolje,1,1,0
Slovenia Prva Liga,2020,9,12,Maribor,Bravo,4,1,1
Russia Premier League,2020,9,12,TerekGroznyi,Sochi,0,1,-1
Bulgaria A PFG,2020,9,12,ChernoMoreVarna,CSKASofia,1,1,0
Armenia Premier League,2020,9,12,Gandzasar,Pyunik,0,2,-1
Cyprus 1. Division,2020,9,12,ApoelNicosia,Limassol,1,0,1
Poland Ekstraklasa,2020,9,12,WartaPoznan,PiastGliwice,0,0,0
Sweden Superettan,2020,9,12,AFCEskilstuna,Halmstads,0,3,-1
Sweden Superettan,2020,9,12,Degerfors,JonkopingSodra,4,2,1
Montenegro First League,2020,9,12,Jezero,Sutjeska,0,2,-1
Qatar Stars League,2020,9,12,AlKharaityat,AlSailiya,0,2,-1
Greece Etniki Katigoria,2020,9,12,OFICrete,Panaitolikos,1,1,0
Azerbaijan Premier League,2020,9,12,Sabayil,Zira,1,2,-1
Hungary NB I,2020,9,12,Diosgyori,BudapestHonved,2,4,-1
Belarus Premier League,2020,9,12,ShakhtyorSoligorsk,FKVitebsk,5,0,1
Austria Bundesliga,2020,9,12,CSRAltach,Hartberg,1,1,0
Romania Liga I,2020,9,12,CSMSIasi,GazMetanMedias,1,4,-1
Croatia 1.HNL,2020,9,12,NKOsijek,NKRijeka,3,0,1
Czech FNL,2020,9,12,SkProstejov,ViktoriaZizkov,0,2,-1
Czech FNL,2020,9,12,SKLisen,SlovanVarnsdorf,1,1,0
Czech First League,2020,9,12,CeskoBudejovice,SlovanLiberec,0,2,-1
Czech First League,2020,9,12,Jablonec,,97,2,1
Czech First League,2020,9,12,MarilaPribram,Opava,1,1,0
Czech First League,2020,9,12,Teplice,Slovacko,0,2,-1
Serbia Super Liga,2020,9,12,RadnikSurdulica,Indjija,0,2,-1
Serbia Super Liga,2020,9,12,Subotica,NoviPazar,1,1,0
Serbia Super Liga,2020,9,12,BackaTopola,RadnickiNis,1,3,-1
Serbia Super Liga,2020,9,12,Vozdovac,FKMetalac,4,0,1
France Ligue 1,2020,9,12,Montpellier,Nice,3,1,1
Sweden Division 1,2020,9,12,Haninge,Sollentuna,4,0,1
Sweden Division 1,2020,9,12,Karlstad,Karlslunds,1,2,-1
Jordan Pro League,2020,9,12,AlJazeeraJordan,AlAhlyJordan,1,1,0
Holland Eerste Divisie,2020,9,12,DeGraafschap,RodaJC,4,0,1
Croatia 2.HNL,2020,9,12,HNKOrijent,,1919,0,1
Croatia 2.HNL,2020,9,12,HrvatskiDragovoljac,Dugopolje,2,1,1
Croatia 2.HNL,2020,9,12,Solin,DynamoZagrebII,0,0,0
Croatia 2.HNL,2020,9,12,Rudes,Opatija,1,2,-1
Serbia Prva Liga,2020,9,12,Radnicki,,1923,3,-1
Serbia Prva Liga,2020,9,12,Zarkovo,RadnickiSremskaMitrovica,1,0,1
Bosnia and Herzegovina Premier League,2020,9,12,OlimpicSarajevo,VelezMostar,2,1,1
Belgium Juliper League,2020,9,12,KVMechelen,Oostende,0,1,-1
Finland Kakkonen,2020,9,12,HJS,SalPa,1,0,1
Denmark 1st Division,2020,9,12,FremadAmager,Vendsyssel,6,0,1
Luxembourg National Division,2020,9,12,FolaEsch,UNAStrassen,4,1,1
Slovenia 2. SNL,2020,9,12,DravaPtuj,Smartno,1,3,-1
Slovenia 2. SNL,2020,9,12,NaftaLendava,Bilje,2,1,1
Slovenia 2. SNL,2020,9,12,Primorje,Krka,0,3,-1
Finland Ykkonen,2020,9,12,MuSa,FCKooTeePee,0,6,-1
Finland Ykkonen,2020,9,12,MyPa,VPSVaasa,3,6,-1
Finland Veikkausliiga,2020,9,12,FCHaka,SJK,1,4,-1
Finland Veikkausliiga,2020,9,12,Rops,FCHonka,1,3,-1
Kazakhstan Premier League,2020,9,12,Kairat,Kaisar,2,1,1
England League 2,2020,9,12,PortVale,CrawleyTown,2,0,1
England League 2,2020,9,12,Bradford,Colchester,0,0,0
Sweden Division 1,2020,9,12,IFSylvia,Sandviken,2,1,1
Brazil Serie B,2020,9,12,Guarani,BrasilDePelotas,0,0,0
Finland Kakkonen,2020,9,12,JSHercules,OLSOulu,2,1,1
Scotland Premiership,2020,9,12,Aberdeen,Kilmarnock,1,0,1
Scotland Premiership,2020,9,12,Livingston,Hamilton,1,2,-1
Scotland Premiership,2020,9,12,Motherwell,StJohnstone,1,0,1
Scotland Premiership,2020,9,12,Rangers,DundeeUtd,4,0,1
Scotland Premiership,2020,9,12,RossCounty,Celtic,0,5,-1
Scotland Premiership,2020,9,12,StMirren,Hibernian,0,3,-1
Uzbekistan PRL,2020,9,12,Bunyodkor,SurkhonTermez,2,1,1
Uzbekistan PRL,2020,9,12,MetallurgBekabad,Olmaliq,1,0,1
Spain Primera Liga,2020,9,12,Eibar,CeltadeVigo,0,0,0
Spain Segunda Liga,2020,9,12,Ponferradina,Castellon,1,2,-1
England Championship,2020,9,12,Barnsley,Luton,0,1,-1
England Championship,2020,9,12,BristolCity,Coventry,2,1,1
England Championship,2020,9,12,Derby,Reading,0,2,-1
England Championship,2020,9,12,Huddersfield,Norwich,0,1,-1
England Championship,2020,9,12,Millwall,Stoke,0,0,0
England Championship,2020,9,12,Preston,Swansea,0,1,-1
England Championship,2020,9,12,QPR,NottmForest,2,0,1
Turkey Super Lig,2020,9,12,Sivasspor,Alanyaspor,0,2,-1
Turkey Super Lig,2020,9,12,FatihKaragumruk,Malatyaspor,3,0,1
England Premier League,2020,9,12,CrystalPalace,Southampton,1,0,1
Ukraine UPL,2020,9,12,KolosKovalivka,Lviv,4,0,1
England Championship,2020,9,12,Bournemouth,Blackburn,3,2,1
England Championship,2020,9,12,Cardiff,SheffWed,0,2,-1
England League 1,2020,9,12,AccringtonStanley,Peterborough,2,0,1
England League 1,2020,9,12,Crewe,Charlton,0,2,-1
England League 1,2020,9,12,Doncaster,MiltonKeynesDons,1,1,0
England League 1,2020,9,12,FleetwoodTown,BurtonAlbion,2,1,1
England League 1,2020,9,12,Gillingham,Hull,0,2,-1
England League 1,2020,9,12,LincolnCity,OxfordUtd,2,0,1
England League 1,2020,9,12,Northampton,AFCWimbledon,2,2,0
England League 1,2020,9,12,Plymouth,Blackpool,1,0,1
England League 1,2020,9,12,Portsmouth,Shrewsbury,0,0,0
England League 1,2020,9,12,Sunderland,BristolRovers,1,1,0
England League 1,2020,9,12,Swindon,Rochdale,3,1,1
England League 2,2020,9,12,Barrow,Stevenage,1,1,0
England League 2,2020,9,12,Bolton,ForestGreen,0,1,-1
England League 2,2020,9,12,CambridgeUtd,Carlisle,3,0,1
England League 2,2020,9,12,Mansfield,Tranmere,0,0,0
England League 2,2020,9,12,Oldham,LeytonOrient,0,1,-1
England League 2,2020,9,12,SalfordCity,Exeter,2,2,0
England League 2,2020,9,12,Scunthorpe,NewportCounty,1,1,0
England League 2,2020,9,12,Cheltenham,Morecambe,1,2,-1
England League 2,2020,9,12,Southend,HarrogateTown,0,4,-1
England League 2,2020,9,12,Walsall,Grimsby,1,0,1
Slovenia 2. SNL,2020,9,12,BrdaDobrovo,Brezice,0,2,-1
Russia Premier League,2020,9,12,UralSverdlovskayaOblast,FCKhimki,3,1,1
Germany DFB Pokal,2020,9,12,Nurnberg,RBLeipzig,0,3,-1
Turkey Lig 1,2020,9,12,Boluspor,Keciorengucu,0,1,-1
Turkey Lig 1,2020,9,12,Umraniyespor,Bandirmaspor,2,1,1
Germany DFB Pokal,2020,9,12,RSVMeinerzhagen,GreutherFurth,1,1,0
Germany DFB Pokal,2020,9,12,EintrachtCelle,Augsburg,0,7,-1
Germany DFB Pokal,2020,9,12,Oberneuland,BorussiaMonchengladbach,0,8,-1
Germany DFB Pokal,2020,9,12,Altglienicke,FCKoln,0,6,-1
Germany DFB Pokal,2020,9,12,FVEngers,VfLBochum,0,3,-1
Germany DFB Pokal,2020,9,12,SVTodesfelde,Osnabruck,0,1,-1
Germany DFB Pokal,2020,9,12,UnionFuerstenwalde,Wolfsburg,1,4,-1
Germany DFB Pokal,2020,9,12,,Munich,1860,1,1
Wales Premier League,2020,9,12,AberystwythTown,CardiffMetropolitanUniversity,2,3,-1
Wales Premier League,2020,9,12,BarryTown,TheNewSaints,0,3,-1
Wales Premier League,2020,9,12,CaernarfonTown,Penybont,1,1,0
Wales Premier League,2020,9,12,FlintTown,Newtown,1,0,1
Belarus Premier League,2020,9,12,BATEBorisov,Smolevichi-STI,5,2,1
Germany Regionalliga Southwest,2020,9,12,MainzII,TSGBalingen,2,1,1
Finland Kakkonen,2020,9,12,EPS,Viikingit,4,1,1
France Ligue 2,2020,9,12,Guingamp,LeHavre,1,3,-1
Poland Ekstraklasa,2020,9,12,CracoviaKrakow,StalMielec,1,1,0
Sweden Division 1,2020,9,12,Karlskrona,AssyriskaTurabdin,3,2,1
Sweden Division 1,2020,9,12,SkovdeAIK,Torns,1,1,0
Sweden Division 1,2020,9,12,Utsiktens,MotalaAIF,2,0,1
Estonia Meistriliiga,2020,9,12,JKTulevikViljandi,FCFloraPaide,1,4,-1
Sweden Allsvenskan,2020,9,12,Djurgardens,Elfsborg,1,1,0
Sweden Superettan,2020,9,12,GAIS,GIFSundsvall,3,1,1
Sweden Division 1,2020,9,12,Linkoping,Eskilsminne,1,1,0
Ireland Premier,2020,9,12,Cork,Shamrock,0,3,-1
Finland Ykkonen,2020,9,12,EIF,KPV,2,0,1
Hungary NB I,2020,9,12,MezokovesdiSE,Budafoki,1,0,1
Romania Liga I,2020,9,12,AcademicaClinceni,ChindiaTargoviste,0,0,0
Germany Regionalliga West,2020,9,12,Lotte,Bonner,2,1,1
Germany Regionalliga North,2020,9,12,HeiderSV,WeicheFlensburg,0,1,-1
China League One,2020,9,12,ChangchunYatai,HeilongjiangLava,2,1,1
Germany Regionalliga North,2020,9,12,WerderBremenII,AtlasDelmenhorst,0,0,0
Finland Ykkonen,2020,9,12,SJKII,ACOulu,1,1,0
Finland Ykkonen,2020,9,12,IFGnistan,ACKajaani,1,0,1
Sweden Division 1,2020,9,12,Frej,Vasalund,1,4,-1
Finland Kakkonen,2020,9,12,FCVaajakoski,SCKufu,2,2,0
Finland Kakkonen,2020,9,12,Japs,NJS,3,2,1
Finland Kakkonen,2020,9,12,P-Iirot,FCJazz-J,1,2,-1
Germany Regionalliga Southwest,2020,9,12,Bahlinger,TSGHoffenheimII,1,0,1
Slovenia 2. SNL,2020,9,12,Krsko,Radomlje,2,5,-1
Germany Regionalliga West,2020,9,12,BorussiaMonchengladbachII,Rodinghausen,2,0,1
Germany Regionalliga West,2020,9,12,PreussenMunster,BergischGladbach,4,0,1
Germany Regionalliga West,2020,9,12,FortunaKoln,Straelen,3,0,1
Germany Regionalliga West,2020,9,12,FortunaDusseldorfII,VfBHomberg,4,0,1
Germany Regionalliga West,2020,9,12,Lippstadt,,08,2,-1
Germany Regionalliga West,2020,9,12,Ahlen,AlemanniaAachen,0,1,-1
Germany Regionalliga West,2020,9,12,BorussiaDortmundII,FCKolnII,2,1,1
Germany Regionalliga Southwest,2020,9,12,AstoriaWalldorf,FreiburgII,2,2,0
Germany Regionalliga Southwest,2020,9,12,FSVFrankfurt,BayernAlzenau,2,1,1
Germany Regionalliga Southwest,2020,9,12,HessenKassel,TSVSchottMainz,2,1,1
Germany Regionalliga Southwest,2020,9,12,EintrachtStadtallendorf,Pirmasens,0,0,0
Germany Regionalliga Southwest,2020,9,12,FCGiessen,Rot-WeissKoblenz,3,2,1
Denmark 1st Division,2020,9,12,Skive,Esbjerg,0,2,-1
China League One,2020,9,12,GuizhouZhicheng,HangzhouLvcheng,1,1,0
England Premier League,2020,9,12,Fulham,Arsenal,0,3,-1
England Championship,2020,9,12,Wycombe,Rotherham,0,1,-1
England Championship,2020,9,12,Birmingham,Brentford,1,0,1
Sweden Division 1,2020,9,12,QvidingFIF,Landskrona,1,0,1
Sweden Division 1,2020,9,12,Lund,Oskarshamns,1,1,0
Sweden Division 1,2020,9,12,Tvaakers,IFKVarnamo,0,2,-1
Finland Kakkonen,2020,9,12,TPVTampere,Ilves,1,2,-1
Kazakhstan Premier League,2020,9,12,Tobol,Kyzylzhar,2,0,1
Belarus Premier League,2020,9,12,FCRuhBrest,NemanGrodno,2,3,-1
Ukraine UPL,2020,9,12,SCDnipro-1,OlimpikDonetsk,1,3,-1
China League One,2020,9,12,ChengduQianbao,BeijingRenhe,3,2,1
Russia Premier League,2020,9,12,Tambov,Ufa,2,0,1
Japan J-League,2020,9,12,VisselKobe,FCTokyo,2,2,0
South Korea K League 1,2020,9,12,UlsanHorang-i,DaeguFC,1,1,0
Japan J2 League,2020,9,12,TokushimaVortis,ZwiegenKanazawa,1,1,0
Japan J2 League,2020,9,12,EhimeFC,JEFUnitedChiba,0,2,-1
South Korea K League 1,2020,9,12,SangjuSangmu,SeongnamIlhwaChunma,0,0,0
Estonia Meistriliiga,2020,9,12,JKTallinnaKalev,FloraTallinn,1,4,-1
South Korea K League 2,2020,9,12,ChunnamDragons,GyeongnamFC,2,2,0
Kazakhstan Premier League,2020,9,12,Ordabasy,Astana,1,2,-1
Japan J-League,2020,9,12,ShimizuS-Pulse,KashimaAntlers,1,2,-1
South Korea K League 2,2020,9,12,SeoulE-Land,ChungnamAsan,0,1,-1
South Korea K League 1,2020,9,12,GwangjuFC,JeonbukMotors,3,3,0
Mexico Liga MX,2020,9,12,Juarez,Puebla,1,0,1
Mexico Liga MX,2020,9,12,Necaxa,Guadalajara,1,2,-1
Brazil Serie B,2020,9,12,Cruzeiro,Vitoria,1,0,1
Ecuador Liga Pro,2020,9,12,LDUdeQuito,RiverPlateEcuador,2,0,1
Paraguay Division Profesional,2020,9,12,RiverPlateAsuncion,Olimpia,0,4,-1
Peru Primera Division,2020,9,28,Melgar,AlianzaUniversidad,1,0,1
Holland Eerste Divisie,2020,9,28,Telstar,FCDenBosch,6,1,1
England Premier League,2020,9,28,Liverpool,Arsenal,3,1,1
Portugal Superliga,2020,9,28,Belenenses,Famalicao,1,2,-1
Portugal LigaPro,2020,9,28,Estoril,Leixoes,1,0,1
Italy Serie A,2020,9,28,Bologna,Parma,4,1,1
France Ligue 2,2020,9,28,Troyes,ClermontFoot,1,0,1
Belgium Juliper League,2020,9,28,Genk,Oostende,2,2,0
Germany 2. Bundesliga,2020,9,28,Paderborn,Hamburg,3,4,-1
Romania Liga I,2020,9,28,DinamoBucharest,UTABatranaDoamna,0,1,-1
Luxembourg National Division,2020,9,28,Petange,FolaEsch,1,2,-1
Chile Primera B,2020,9,28,CDSantaCruz,SantiagoMorning,2,1,1
Egypt Premier League,2020,9,28,AswanFC,AlMasry,0,1,-1
Bulgaria A PFG,2020,9,28,SlaviaSofia,TsarskoSeloSofia,1,0,1
Germany 3. Liga,2020,9,28,Uerdingen,Meppen,0,2,-1
Denmark Superliga,2020,9,28,FCNordsjaelland,Lyngby,4,1,1
Turkey Super Lig,2020,9,28,Antalyaspor,Denizlispor,1,0,1
Sweden Allsvenskan,2020,9,28,Kalmar,Varbergs,1,1,0
Sweden Allsvenskan,2020,9,28,AIKStockholm,Mjallby,1,0,1
Sweden Superettan,2020,9,28,Orgryte,GAIS,0,2,-1
Peru Primera Division,2020,9,28,RealGarcilaso,DeportivoLlacuabamba,2,2,0
Holland Eerste Divisie,2020,9,28,JongAjax,ExcelsiorRotterdam,3,0,1
France National,2020,9,28,Boulogne,VillefrancheSurSaone,0,0,0
England Premier League,2020,9,28,Fulham,AstonVilla,0,3,-1
Greece Etniki Katigoria,2020,9,28,Larissa,Panathinaikos,1,1,0
Jordan Pro League,2020,9,28,AlWihdat,AlJazeeraJordan,0,1,-1
Norway 1. Division,2020,9,28,Ham-Kam,Stjordals/Blink,2,2,0
Norway 1. Division,2020,9,28,Sogndal,Kongsvinger,5,2,1
Serbia Super Liga,2020,9,28,PartizanBelgrade,BackaPalanka,2,1,1
Finland Kakkonen,2020,9,28,FCHonkaAkatemia,LahdenReipas,0,1,-1
Cyprus 1. Division,2020,9,28,OlympiakosNicosia,Paphos,2,1,1
Turkey Lig 1,2020,9,28,Boluspor,Altinordu,1,2,-1
Turkey Lig 1,2020,9,28,MenemenBelediyespor,Tuzlaspor,2,5,-1
Poland Ekstraklasa,2020,9,28,StalMielec,PiastGliwice,3,2,1
Russia Premier League,2020,9,28,FCKhimki,DinamoMoscow,1,0,1
Egypt Premier League,2020,9,28,ElEntagElHarby,WadiDegla,1,4,-1
Egypt Premier League,2020,9,28,ElGaish,Ismaily,0,1,-1
Finland Veikkausliiga,2020,9,28,HJKHelsinki,Rops,4,0,1
Finland Veikkausliiga,2020,9,28,FCInter,Lahti,3,0,1
Finland Veikkausliiga,2020,9,28,SJK,HIFK,3,2,1
Romania Liga I,2020,9,28,Hermannstadt,Botosani,2,1,1
Norway 1. Division,2020,9,28,Grorud,Oeygarden,4,3,1
Norway 1. Division,2020,9,28,Strommen,Ranheim,1,1,0
Norway 1. Division,2020,9,28,KFUMOslo,SandnesUlf,1,0,1
Norway 1. Division,2020,9,28,Asane,RaufossIL,0,1,-1
Jordan Pro League,2020,9,28,Ramtha,Sahab,2,3,-1
Serbia Super Liga,2020,9,28,Indjija,Vojvodina,0,2,-1
Bosnia and Herzegovina Premier League,2020,9,28,Krupa,ZrinjskiMostar,0,3,-1
Serbia Prva Liga,2020,9,28,Dubocica,TrajalKrusevac,1,0,1
Egypt Premier League,2020,9,28,Smouha,HarasElHodood,2,0,1
Belarus Premier League,2020,9,28,Minsk,Smolevichi-STI,2,1,1
China Super League,2020,9,28,ChongqingLifan,ShanghaiTelaishi,1,0,1
China Super League,2020,9,28,HebeiZhongji,QingdaoHuanghai,3,1,1
Kazakhstan Premier League,2020,9,28,ShakhterKaragandy,KaspiyAktau,2,1,1
South Korea K League 2,2020,9,28,ChunnamDragons,JejuUnited,0,2,-1
Kazakhstan Premier League,2020,9,28,Kyzylzhar,Kaisar,0,0,0
China Super League,2020,9,28,TianjinTeda,WuhanZall,0,0,0
China Super League,2020,9,28,BeijingGuoan,FujianJunhao,4,0,1
USA Major League Soccer,2020,9,28,LAGalaxy,Seattle,1,3,-1
USA Major League Soccer,2020,9,28,VancouverWhitecaps,PortlandTimbers,0,1,-1
Mexico Liga MX,2020,9,28,CruzAzul,CFAmerica,0,0,0
Colombia Copa Mustang,2020,9,28,SantaFe,Millonarios,1,1,0
Honduras Liga Nacional,2020,9,28,RealEspana,CDOlimpia,1,1,0
Nicaragua Liga Primera,2020,9,28,JuventusManagua,MunicipalJalapa,2,2,0
USA Major League Soccer,2020,9,28,Dallas,OrlandoCity,0,0,0
Nicaragua Liga Primera,2020,9,28,RealMadriz,WalterFerreti,2,2,0
USA Major League Soccer,2020,9,28,TorontoFC,Columbus,3,1,1
Brazil Serie A,2020,9,28,Santos,FortalezaCE,1,1,0
Brazil Serie B,2020,9,28,PontePreta,Confianca,2,1,1
Paraguay Division Profesional,2020,9,28,GeneralDiaz,ClubGuarani,0,1,-1
USA Major League Soccer,2020,9,28,Chicago,AtlantaUnited,2,0,1
USA Major League Soccer,2020,9,28,Philadelphia,InterMiami,3,0,1
Colombia Copa Mustang,2020,9,28,Medellin,Pereira,1,1,0
Brazil Serie A,2020,9,13,Palmeiras,SportRecife,2,2,0
Chile Primera,2020,9,13,OHiggins,EvertonVinadelMar,1,2,-1
Costa Rica Primera,2020,9,13,Grecia,Guadelupe,0,1,-1
Nicaragua Liga Primera,2020,9,13,Diriangen,Managua,0,0,0
Brazil Serie A,2020,9,13,AtleticoMineiro,Bragantino,2,1,1
Brazil Serie A,2020,9,13,Bahia,AtleticoGoianiense,0,1,-1
Brazil Serie A,2020,9,13,Ceara,Flamengo,2,0,1
Brazil Serie A,2020,9,13,Goias,Internacional,1,0,1
Paraguay Division Profesional,2020,9,13,Guairena,SportivoSanLorenzo,4,0,1
Morocco GNF 1,2020,9,13,IttihadTanger,RSBBerkane,1,1,0
Ecuador Liga Pro,2020,9,13,IndependienteJoseTeran,Delfin,4,2,1
Uruguay Primera Division,2020,9,13,DeportivoMaldonado,Cerro,1,0,1
Iceland Urvalsdeild,2020,9,13,ValurReykjavik,VikingurReykjavik,2,0,1
Iceland Urvalsdeild,2020,9,13,HKKopavogs,IAAkranes,3,2,1
Brazil Serie A,2020,9,13,Fluminense,Corinthians,2,1,1
Brazil Serie A,2020,9,13,Gremio,FortalezaCE,1,1,0
France Ligue 1,2020,9,13,PSG,Marseille,0,1,-1
Morocco GNF 1,2020,9,13,FUSRabat,RajaBeniMellal,1,1,0
Chile Primera,2020,9,13,UniversidadCatolica,AudaxItaliano,3,0,1
Spain Primera Liga,2020,9,13,Valencia,Levante,4,2,1
Spain Segunda Liga,2020,9,13,Tenerife,Malaga,2,0,1
Belgium Juliper League,2020,9,13,Kortrijk,Peruwelz,3,0,1
Romania Liga I,2020,9,13,CFRCluj,Hermannstadt,1,0,1
Norway Tippeligaen,2020,9,13,Valerenga,SKBrann,5,1,1
Chile Primera B,2020,9,13,SanLuis,Melipilla,1,1,0
Ecuador Liga Pro,2020,9,13,Aucas,DeportivoCuenca,2,0,1
Slovenia Prva Liga,2020,9,13,Olimpija,Mura,0,0,0
Belgium Division 2,2020,9,13,RFCSeraing,Westerlo,0,2,-1
Holland Eerste Divisie,2020,9,13,Telstar,MVVMaastricht,1,2,-1
Egypt Premier League,2020,9,13,Zamalek,ElEntagElHarby,1,0,1
Uruguay Primera Division,2020,9,13,Rentistas,Fenix,1,1,0
Bosnia and Herzegovina Premier League,2020,9,13,TuzlaCity,RadnikBijeljina,1,0,1
Bulgaria A PFG,2020,9,13,LevskiSofia,Etar,2,1,1
Greece Etniki Katigoria,2020,9,13,AsterasTripoli,Panathinaikos,1,0,1
Portugal LigaPro,2020,9,13,Varzim,FCPortoII,1,0,1
Cyprus 1. Division,2020,9,13,OlympiakosNicosia,DoxaKatokopias,1,2,-1
Qatar Stars League,2020,9,13,AlArabi,AlGharrafa,1,2,-1
Portugal LigaPro,2020,9,13,BenficaII,Vilafranquense,3,2,1
Turkey Super Lig,2020,9,13,Trabzonspor,Besiktas,1,3,-1
Costa Rica Primera,2020,9,13,Cartagines,Limon,4,0,1
Turkey Super Lig,2020,9,13,Antalyaspor,Genclerbirligi,2,0,1
Mexico Liga MX,2020,9,13,PumasUNAM,AtleticoSanLuis,3,0,1
Russia 1. Division,2020,9,13,BaltikaKaliningrad,Veles,1,2,-1
Czech First League,2020,9,13,Plzen,MladaBoleslav,2,1,1
Georgia Umaglesi Liga,2020,9,13,Torpedo,Samtredia,2,1,1
Iceland Urvalsdeild,2020,9,13,FHHafnarfjordur,BreidablikKopavogur,3,1,1
Jordan Pro League,2020,9,13,Sahab,AlSalt,1,7,-1
Germany DFB Pokal,2020,9,13,Magdeburg,Darmstadt,2,2,0
Germany DFB Pokal,2020,9,13,Wehen,FCHeidenheim,1,0,1
Germany DFB Pokal,2020,9,13,WaldhofMannheim,Freiburg,1,2,-1
Ukraine UPL,2020,9,13,Vorskla,Inhulets,2,0,1
Spain Primera Liga,2020,9,13,Villarreal,Huesca,1,1,0
Cyprus 1. Division,2020,9,13,Karmiotissa,AEKLarnaca,0,0,0
Chile Primera B,2020,9,13,RangersTalca,Cobreloa,3,1,1
Spain Segunda Liga,2020,9,13,Fuenlabrada,Lugo,2,0,1
Spain Segunda Liga,2020,9,13,Mirandes,Alcorcon,0,0,0
Belgium Juliper League,2020,9,13,ZulteWaregem,Charleroi,0,2,-1
Finland Kakkonen,2020,9,13,Klubi,,04,2,-1
Serbia Super Liga,2020,9,13,ProleterNoviSad,MacvaSabac,0,0,0
Serbia Super Liga,2020,9,13,MladostLucani,BackaPalanka,2,1,1
Serbia Super Liga,2020,9,13,Napredak,Zlatibor,1,1,0
Serbia Super Liga,2020,9,13,JavorIvanjica,Vojvodina,2,1,1
Russia Premier League,2020,9,13,CSKAMoscow,SpartakMoscow,3,1,1
Russia Premier League,2020,9,13,RotorVolgograd,Krasnodar,0,3,-1
Slovenia Prva Liga,2020,9,13,HITGorica,FCKoper,2,4,-1
Denmark Superliga,2020,9,13,OdenseBK,FCCopenhagen,3,2,1
Iceland Urvalsdeild,2020,9,13,KA,FylkirReykjavik,2,0,1
Norway Tippeligaen,2020,9,13,Mjondalen,Sandefjord,0,2,-1
Norway Tippeligaen,2020,9,13,Aalesund,Sarpsborg,0,1,-1
Norway Tippeligaen,2020,9,13,Stromsgodset,Rosenborg,3,3,0
Ireland Premier,2020,9,13,FinnHarps,DerryCity,0,0,0
Norway Tippeligaen,2020,9,13,Bodo/Glimt,OddGrenland,6,1,1
Turkey Lig 1,2020,9,13,Adanaspor,Istanbulspor,1,0,1
Turkey Lig 1,2020,9,13,Altay,Samsunspor,0,0,0
Romania Liga I,2020,9,13,AstraGiurgiu,Sepsi,2,2,0
Bosnia and Herzegovina Premier League,2020,9,13,SirokiBrijeg,Zeljeznicar,0,1,-1
Uruguay Primera Division,2020,9,13,BostonRiver,Defensor,1,1,0
