date,league,home-team,home-score,away-team,away-score,matchResults
2021-01-29,Cyprus 1. Division,ErmisAradippou,2,Limassol,2,X
2021-01-29,United Arab Emirates UFL,AlJazira,3,AlNas,0,1
2021-01-29,Bahrain Premier League,AlAhliManama,1,AlMuharraq,0,1
2021-01-29,Croatia 1.HNL,NKSlaven,2,Varazdin,0,1
2021-01-29,Poland Ekstraklasa,ZaglebieLubin,0,WislaPlock,2,2
2021-01-29,Germany 2. Bundesliga,FCKickersWurzburg,2,FortunaDusseldorf,1,1
2021-01-29,Colombia Copa Mustang,JaguaresdeCordoba,2,AlianzaPetrolera,0,1
2021-01-29,Italy Serie B,Vicenza,0,Venezia,0,X
2021-01-28,Nicaragua Liga Primera,Diriangen,4,RealMadriz,0,1
2021-01-28,Spain Copa Del Rey,ArtisticoNavalcarnero,0,Granada,6,2
2021-01-28,Chile Primera,UnionLaCalera,1,MunicipalIquique,2,2
2021-01-28,Brazil Serie A,Bahia,2,Corinthians,1,1
2021-01-28,Nicaragua Liga Primera,Chinandega,2,RealEsteli,4,2
2021-01-28,Coppa Italia,Napoli,4,Spezia,2,1
2021-01-28,Belgium Juliper League,Oostende,2,StandardLiege,2,X
2021-01-28,Holland Eredivisie,Ajax,3,WillemII,1,1
2021-01-28,England Premier League,Tottenham,1,Liverpool,3,2
2021-01-28,Spain Copa Del Rey,Alcoyano,1,AthleticBilbao,2,2
2021-01-28,Switzerland Super League,FCSion,2,Basle,3,2
2021-01-28,Germany 2. Bundesliga,StPauli,2,VfLBochum,3,2
2021-01-28,Brazil Serie A,Gremio,2,Flamengo,4,2
2021-01-28,Romania Liga I,CFRCluj,1,AstraGiurgiu,1,X
2021-01-28,Holland Eredivisie,Sparta,0,FCTwente,0,X
2021-01-28,Egypt Premier League,Zamalek,4,MisrLelMakasa,1,1
2021-01-28,Romania Liga I,Hermannstadt,1,ChindiaTargoviste,1,X
2021-01-28,Egypt Premier League,NationalBank,0,ElGaish,2,2
2021-01-28,Costa Rica Primera,Saprissa,4,SportingSanJose,0,1
2021-01-28,Nicaragua Liga Primera,WalterFerreti,1,JuventusManagua,0,1
2021-01-28,Costa Rica Primera,SantosdeGuapiles,0,Alajuelense,3,2
2021-01-28,Nicaragua Liga Primera,MunicipalJalapa,1,JuniorManagua,1,X
2021-01-28,Belgium Juliper League,CercleBrugge,1,ClubBrugge,2,2
2021-01-27,Germany 2. Bundesliga,Paderborn,1,HolsteinKiel,1,X
2021-01-27,England Conference,NottsCounty,2,SolihullMoors,0,1
2021-01-27,Coppa Italia,Juventus,4,Spal,0,1
2021-01-27,England Premier League,Brighton,0,Fulham,0,X
2021-01-27,Holland Eredivisie,VVVVenlo,4,Vitesse,1,1
2021-01-27,Germany 2. Bundesliga,Karlsruhe,1,Hannover,960,2
2021-01-27,Germany 2. Bundesliga,Nurnberg,0,Regensburg,1,2
2021-01-27,Austria Bundesliga,Wolfsberger,0,LASKLinz,3,2
2021-01-27,Holland Eredivisie,RKCWaalwijk,1,FortunaSittard,2,2
2021-01-27,Scotland Premiership,Livingston,2,Kilmarnock,0,1
2021-01-27,England Conference,MaidenheadUtd,4,Yeovil,2,1
2021-01-27,Belgium Juliper League,Gent,1,StTruiden,1,X
2021-01-27,Scotland Premiership,Hibernian,0,Rangers,1,2
2021-01-27,Scotland Premiership,Celtic,2,Hamilton,0,1
2021-01-27,Belgium Juliper League,Charleroi,1,OudHeverlee,1,X
2021-01-27,Holland Eredivisie,Heerenveen,3,Feyenoord,0,1
2021-01-27,France Ligue 1,Lorient,3,Dijon,2,1
2021-01-27,Spain Copa Del Rey,RayoVallecano,1,Barcelona,2,2
2021-01-27,Spain Copa Del Rey,Almeria,0,Osasuna,0,X
2021-01-27,England Premier League,ManUtd,1,SheffUtd,2,2
2021-01-27,England Premier League,Everton,1,Leicester,1,X
2021-01-27,Nicaragua Liga Primera,Managua,3,DeportivoOcotal,0,1
2021-01-27,Brazil Serie B,Vitoria,1,Botafogo,0,1
2021-01-27,England Championship,Middlesbrough,0,Rotherham,3,2
2021-01-27,Germany Regionalliga West,BorussiaDortmundII,5,BorussiaMonchengladbachII,1,1
2021-01-27,England Championship,Barnsley,2,Cardiff,2,X
2021-01-27,Czech First League,BanikOstrava,1,SlovanLiberec,0,1
2021-01-27,Switzerland Super League,FCZurich,0,FCVaduz,1,2
2021-01-27,Czech First League,Zlin,2,SlaviaPrague,6,2
2021-01-27,Hungary NB I,Kisvarda,2,FehervarFC,1,1
2021-01-27,Coppa Italia,Atalanta,3,Lazio,2,1
2021-01-27,Croatia 1.HNL,DynamoZagreb,3,HajdukSplit,1,1
2021-01-27,Romania Liga I,CSMSIasi,1,UTABatranaDoamna,2,2
2021-01-27,Greece Etniki Katigoria,Lamia,1,ApollonSmirnis,0,1
2021-01-27,South Africa Premiership,BlackLeopards,1,MamelodiSundowns,2,2
2021-01-27,Czech First League,Bohemians,19050,Opava,0,1
2021-01-27,Croatia 1.HNL,Istra,1,NKRijeka,2,2
2021-01-27,England Championship,Swansea,1,Brentford,1,X
2021-01-27,Greece Football League,Levadiakos,1,Xanthi,1,X
2021-01-27,Greece Football League,Diagoras,1,Ionikos,1,X
2021-01-27,Greece Football League,OFIIerapetras,0,ApollonLarisas,0,X
2021-01-27,Greece Football League,Trikala,3,DoxaDramas,0,1
2021-01-27,Greece Football League,Kissamikos,0,Ergotelis,1,2
2021-01-27,Greece Football League,PanahaikiPatras,2,Karaiskakis,2,X
2021-01-27,Germany Regionalliga West,FCKolnII,1,Bonner,1,X
2021-01-27,Greece Etniki Katigoria,VolosNps,0,Panathinaikos,2,2
2021-01-27,Romania Liga I,AcademicaClinceni,2,Botosani,1,1
2021-01-27,Greece Etniki Katigoria,Olympiacos,3,PAOKSalonika,0,1
2021-01-27,Austria Bundesliga,RapidVienna,2,StPolten,1,1
2021-01-27,Austria Bundesliga,RBSalzburg,3,SVRied,0,1
2021-01-27,Austria Bundesliga,WSGWattens,3,CSRAltach,1,1
2021-01-27,Hungary NB I,Budafoki,0,Ferencvarosi,3,2
2021-01-27,Scotland Championship,Morton,2,InvernessCT,2,X
2021-01-27,Scotland Premiership,RossCounty,1,Motherwell,2,2
2021-01-27,Scotland Premiership,StJohnstone,0,Aberdeen,0,X
2021-01-27,Scotland Premiership,DundeeUtd,1,StMirren,5,2
2021-01-27,France Ligue 2,Chambly,1,ChamoisNiort,1,X
2021-01-27,Romania Liga I,DinamoBucharest,2,GazMetanMedias,1,1
2021-01-27,Spain Copa Del Rey,Sevilla,3,Valencia,0,1
2021-01-27,Germany 3. Liga,Ingolstadt,1,Hallescher,1,X
2021-01-27,Germany 3. Liga,HansaRostock,4,Saarbrucken,2,1
2021-01-27,Germany 3. Liga,Magdeburg,1860,Munich,3,1
2021-01-27,Germany 3. Liga,Lubeck,1,Unterhaching,0,1
2021-01-27,England Premier League,Burnley,3,AstonVilla,2,1
2021-01-27,England Premier League,Chelsea,0,Wolverhampton,0,X
2021-01-27,Italy Serie B,Chievo,2,Cittadella,1,1
2021-01-27,Belgium Juliper League,BeerschotWilrijk,0,Kortrijk,0,X
2021-01-27,Belgium Juliper League,Genk,3,ZulteWaregem,2,1
2021-01-27,Holland Eredivisie,AZ,0,FCUtrecht,1,2
2021-01-27,Germany 2. Bundesliga,Darmstadt,2,Sandhausen,1,1
2021-01-27,England Championship,Coventry,2,SheffWed,0,1
2021-01-27,Mexico Liga MX,CFAmerica,2,Juarez,0,1
2021-01-26,Mexico Liga MX,Pachuca,0,CruzAzul,1,2
2021-01-26,Coppa Italia,InterMilan,2,ACMilan,1,1
2021-01-26,England Conference,Aldershot,0,Weymouth,2,2
2021-01-26,Northern Ireland Premier League,Portadown,2,Crusaders,2,X
2021-01-26,Northern Ireland Premier League,Larne,1,Coleraine,2,2
2021-01-26,Northern Ireland Premier League,Cliftonville,4,Linfield,3,1
2021-01-26,Northern Ireland Premier League,Glentoran,2,CarrickRangers,0,1
2021-01-26,Portugal Superliga,Braga,1,GilVicente,0,1
2021-01-26,England League 1,FleetwoodTown,0,Northampton,0,X
2021-01-26,England League 1,Ipswich,0,Sunderland,1,2
2021-01-26,Scotland Championship,Raith,0,Hearts,4,2
2021-01-26,Spain Copa Del Rey,RealBetis,1,RealSociedad,1,X
2021-01-26,England Conference,BorehamWood,0,Chesterfield,0,X
2021-01-26,Spain Copa Del Rey,Girona,0,Villarreal,1,2
2021-01-26,Holland Eredivisie,FCGroningen,3,ADODenHaag,0,1
2021-01-26,Belgium Juliper League,Peruwelz,1,Anderlecht,1,X
2021-01-26,England Premier League,Southampton,1,Arsenal,3,2
2021-01-26,England Premier League,WestBrom,0,ManCity,5,2
2021-01-26,Portugal Superliga,Boavista,0,SportingLisbon,2,2
2021-01-26,Brazil Serie B,Oeste,1,Parana,0,1
2021-01-26,Chile Primera,UnionEspanola,0,CoquimboUnido,1,2
2021-01-26,Brazil Serie A,AtleticoMineiro,2,Santos,0,1
2021-01-26,England Conference,Altrincham,2,Wealdstone,0,1
2021-01-26,England Conference,Bromley,2,Woking,2,X
2021-01-26,England FA Cup,Bournemouth,2,CrawleyTown,1,1
2021-01-26,England League 1,Portsmouth,0,LincolnCity,1,2
2021-01-26,England League 2,Southend,1,Bradford,3,2
2021-01-26,England League 2,Tranmere,3,HarrogateTown,2,1
2021-01-26,England League 2,Scunthorpe,2,PortVale,0,1
2021-01-26,England Conference,Wrexham,0,Halifax,0,X
2021-01-26,England Conference,Torquay,0,SuttonUtd,0,X
2021-01-26,England Championship,BristolCity,2,Huddersfield,1,1
2021-01-26,England Championship,Millwall,0,Watford,0,X
2021-01-26,England League 1,Wigan,0,Blackpool,5,2
2021-01-26,England League 1,Rochdale,3,OxfordUtd,4,2
2021-01-26,England League 1,Peterborough,0,BristolRovers,0,X
2021-01-26,England Conference,DoverAthletic,3,Barnet,1,1
2021-01-26,England League 1,MiltonKeynesDons,0,Charlton,1,2
2021-01-26,England League 2,Cheltenham,2,Oldham,0,1
2021-01-26,England League 1,Doncaster,2,AFCWimbledon,0,1
2021-01-26,England League 1,Swindon,0,Plymouth,2,2
2021-01-26,Holland Eredivisie,FCEmmen,0,PSV,2,2
2021-01-26,Germany 2. Bundesliga,FortunaDusseldorf,0,Hamburg,0,X
2021-01-26,Germany 2. Bundesliga,Braunschweig,1,FCHeidenheim,0,1
2021-01-26,Germany 2. Bundesliga,Osnabruck,0,GreutherFurth,1,2
2021-01-26,England Conference,Eastleigh,3,DagenhamandRedbridge,0,1
2021-01-26,Brazil Serie A,Palmeiras,1,VascodaGama,1,X
2021-01-26,Spain Segunda Liga,Alcorcon,1,Albacete,2,2
2021-01-26,Australia A League,MelbourneVictory,2,PerthGlory,1,1
2021-01-26,Algeria Ligue 1,JSSaoura,1,CSConstantine,0,1
2021-01-26,Greece Etniki Katigoria,OFICrete,0,AsterasTripoli,1,2
2021-01-26,Egypt Premier League,AlMoqawloonAlArab,1,Smouha,2,2
2021-01-26,Portugal LigaPro,Vilafranquense,1,Vizela,1,X
2021-01-26,South Africa Premiership,OrlandoPirates,1,TSGalaxy,1,X
2021-01-26,South Africa Premiership,KaizerChiefs,1,Baroka,1,X
2021-01-26,Algeria Ligue 1,ESSetif,0,OlympiqueMedea,0,X
2021-01-26,Algeria Ligue 1,Chlef,2,Paradou,1,1
2021-01-26,Algeria Ligue 1,Tlemcen,1,MCAlger,0,1
2021-01-26,Algeria Ligue 1,USMAlger,2,MCOran,0,1
2021-01-26,Algeria Ligue 1,AinMlila,0,RCRelizane,0,X
2021-01-26,Croatia 1.HNL,Lokomotiva,0,HNKSibenik,4,2
2021-01-26,Algeria Ligue 1,JSMSkikda,0,HusseinDey,1,2
2021-01-26,Algeria Ligue 1,MCMagra,1,Kabylie,0,1
2021-01-26,Algeria Ligue 1,Biskra,1,BordjBouArreridj,1,X
2021-01-26,Algeria Ligue 1,Belouizdad,3,USMBelAbbes,1,1
2021-01-26,Romania Liga I,ViitorulConstanta,3,Sepsi,3,X
2021-01-26,Oman League,OmanFC,1,Nizwa,0,1
2021-01-26,Oman League,Dhufar,2,AlMsnaa,0,1
2021-01-26,Oman League,AlNahda,0,AlIttehad,0,X
2021-01-26,Saudi Arabia Pro League,AlBaten,2,AlAin,1,1
2021-01-26,Romania Liga I,Voluntari,1,CSUniversitateaCraiova,1,X
2021-01-26,Oman League,AlSeeb,4,AlSuwaiq,0,1
2021-01-26,Germany 3. Liga,FSVZwickau,3,MSVDuisburg,1,1
2021-01-26,Spain Copa Del Rey,Valladolid,2,Levante,4,2
2021-01-26,Germany 3. Liga,Wehen,2,ViktoriaKoln,2,X
2021-01-26,Germany 3. Liga,WaldhofMannheim,1,DynamoDresden,0,1
2021-01-26,Germany 3. Liga,Kaiserslautern,0,TurkgucuAtasporMunchen,0,X
2021-01-26,England Premier League,CrystalPalace,2,WestHam,3,2
2021-01-26,England Premier League,Newcastle,1,Leeds,2,2
2021-01-26,England League 2,Exeter,0,Morecambe,2,2
2021-01-26,France National,Annecy,2,BourgPeronnas,2,X
2021-01-26,France Ligue 2,Valenciennes,2,Paris,0,1
2021-01-26,England League 1,Gillingham,4,Crewe,1,1
2021-01-26,Belgium Juliper League,Eupen,0,Antwerp,2,2
2021-01-26,Portugal LigaPro,Academica,1,Leixoes,1,X
2021-01-26,Belgium Juliper League,Waasland,2,KVMechelen,3,2
2021-01-26,Holland Eredivisie,FCZwolle,2,Heracles,2,X
2021-01-26,Romania Liga I,Arges,0,SteauaBucharest,0,X
2021-01-26,Germany 2. Bundesliga,ErzgebirgeAue,2,FCKickersWurzburg,1,1
2021-01-26,Austria Bundesliga,SKSturmGraz,2,Hartberg,1,1
2021-01-26,Austria Bundesliga,Admira,0,AustriaVienna,4,2
2021-01-26,England League 1,AccringtonStanley,2,Hull,0,1
2021-01-26,Greece Etniki Katigoria,ArisSalonika,1,Larissa,0,1
2021-01-26,Egypt Premier League,PyramidsFC,0,AlAhly,0,X
2021-01-26,Costa Rica Primera,Guadelupe,2,Saprissa,2,X
2021-01-26,England League 2,Stevenage,0,Colchester,0,X
2021-01-25,Mexico Liga MX,JaguaresChiapas,2,PumasUNAM,0,1
2021-01-25,India I League,ChurchillBrothers,2,SudevaDelhi,0,1
2021-01-25,Turkey Super Lig,Fenerbahce,3,Kayserispor,0,1
2021-01-25,Oman League,Muscat,0,AlRustaq,0,X
2021-01-25,Saudi Arabia Pro League,AlWehda,2,AlShababRiyadh,4,2
2021-01-25,Saudi Arabia Pro League,AlFaisaly,1,AlHilal,1,X
2021-01-25,Portugal LigaPro,FCPortoII,1,BenficaII,1,X
2021-01-25,Portugal Superliga,Belenenses,2,Tondela,0,1
2021-01-25,India I League,NEROCA,1,GokulamKerala,4,2
2021-01-25,Colombia Copa Mustang,Pereira,0,Cali,1,2
2021-01-25,Iran Pro League,AluminiumArak,2,Perspolis,1,1
2021-01-25,Turkey Lig 1,Altinordu,2,MenemenBelediyespor,4,2
2021-01-25,Iran Pro League,MachineSaziTabriz,0,Foolad,1,2
2021-01-25,Iran Pro League,SanatNaft,1,Sepahan,2,2
2021-01-25,Saudi Arabia Pro League,AlTaawon,3,Dhamk,1,1
2021-01-25,Albania Superliga,KFTirana,0,Laci,1,2
2021-01-25,Turkey Lig 1,Istanbulspor,1,Adanaspor,0,1
2021-01-25,Turkey Super Lig,Kasimpasa,2,Sivasspor,0,1
2021-01-25,Oman League,BahlaClub,2,Saham,1,1
2021-01-25,Oman League,AlNasr,2,Sohar,0,1
2021-01-25,Turkey Super Lig,Alanyaspor,4,Ankaragucu,3,1
2021-01-25,Albania Superliga,TeutaDurres,1,PartizaniTirana,1,X
2021-01-25,Portugal Superliga,RioAve,1,SantaClara,2,2
2021-01-25,France Ligue 2,Sochaux,0,Toulouse,1,2
2021-01-25,Brazil Serie A,Corinthians,0,Bragantino,2,2
2021-01-25,Chile Primera,UniversidadCatolica,2,Palestino,3,2
2021-01-25,Colombia Copa Mustang,OnceCaldas,1,Junior,2,2
2021-01-25,Portugal Superliga,Farense,0,FCPorto,1,2
2021-01-25,Spain Primera Liga,AthleticBilbao,5,Getafe,1,1
2021-01-25,Spain Segunda Liga,FCCartagena,0,Mirandes,2,2
2021-01-25,Brazil Serie B,Operario,2,Chapecoense,0,1
2021-01-25,Cyprus 1. Division,Karmiotissa,0,Paphos,0,X
2021-01-25,Italy Serie B,Brescia,0,Monza,1,2
2021-01-25,Holland Eerste Divisie,FCEindhoven,0,NEC,1,2
2021-01-25,Portugal LigaPro,CasaPiaAtletico,2,CovaPiedade,1,1
2021-01-25,France National,LeMans,2,RedStar,1,1
2021-01-25,England FA Cup,Wycombe,1,Tottenham,4,2
2021-01-25,Colombia Copa Mustang,LaEquidad,1,NacionaldeMedellin,0,1
2021-01-25,Romania Liga I,Hermannstadt,1,CFRCluj,3,2
2021-01-25,Holland Eerste Divisie,JongAjax,0,GoAheadEagles,2,2
2021-01-25,Portugal Superliga,Benfica,1,Nacional,1,X
2021-01-24,Albania Superliga,Kukesi,2,BylisBallsh,1,1
2021-01-24,Germany 3. Liga,Saarbrucken,0,Lubeck,0,X
2021-01-24,Spain Primera Liga,Osasuna,3,Granada,1,1
2021-01-24,Saudi Arabia Pro League,AbhaClub,2,AlQadisiyah,2,X
2021-01-24,Greece Football League,Ionikos,1,Trikala,1,X
2021-01-24,Greece Football League,Ergotelis,0,Levadiakos,1,2
2021-01-24,Germany 2. Bundesliga,Sandhausen,1,VfLBochum,1,X
2021-01-24,England Championship,Preston,0,Reading,0,X
2021-01-24,Belgium Juliper League,ClubBrugge,3,Genk,2,1
2021-01-24,Germany 2. Bundesliga,Darmstadt,0,HolsteinKiel,2,2
2021-01-24,Turkey Super Lig,Denizlispor,1,FatihKaragumruk,2,2
2021-01-24,Germany 2. Bundesliga,Nurnberg,2,Hannover,965,2
2021-01-24,Germany 2. Bundesliga,StPauli,2,Regensburg,0,1
2021-01-24,Spain Segunda Liga,Almeria,2,Sabadell,2,X
2021-01-24,Nicaragua Liga Primera,JuventusManagua,3,MunicipalJalapa,1,1
2021-01-24,Turkey Super Lig,Malatyaspor,0,Galatasaray,1,2
2021-01-24,Turkey Lig 1,Giresunspor,1,Balikesirspor,0,1
2021-01-24,Czech First League,Jablonec,972,MarilaPribram,1,1
2021-01-24,Czech First League,CeskoBudejovice,2,Teplice,0,1
2021-01-24,Germany Regionalliga Southwest,VfBStuttgartII,0,Ulm,1,2
2021-01-24,Germany Regionalliga Southwest,Homburg,1,TSGBalingen,0,1
2021-01-24,Germany Regionalliga Southwest,Pirmasens,1,FCGiessen,2,2
2021-01-24,Holland Eredivisie,FCUtrecht,1,Sparta,0,1
2021-01-24,Egypt Premier League,ElGouna,2,WadiDegla,0,1
2021-01-24,Holland Eredivisie,FCTwente,0,VVVVenlo,1,2
2021-01-24,Austria Bundesliga,CSRAltach,0,RBSalzburg,2,2
2021-01-24,India I League,Minerva,0,Mohammedan,0,X
2021-01-24,South Africa Premiership,CapeTownCity,4,GoldenArrows,2,1
2021-01-24,Egypt Premier League,Enppi,3,NationalBank,2,1
2021-01-24,New Zealand Premiership,Wanderers,1,HawkesBayUnited,4,2
2021-01-24,Hungary NB I,Budafoki,2,MTK,2,X
2021-01-24,Vietnam V League,ThanhHoa,0,Viettel,0,X
2021-01-24,Brazil Serie A,Fluminense,2,Botafogo,0,1
2021-01-24,Colombia Copa Mustang,JaguaresdeCordoba,2,AtleticoBucaramanga,1,1
2021-01-24,Costa Rica Primera,Cartagines,1,Limon,1,X
2021-01-24,Chile Primera,UniversidaddeChile,2,MunicipalIquique,2,X
2021-01-24,Nicaragua Liga Primera,JuniorManagua,1,Managua,3,2
2021-01-24,Nicaragua Liga Primera,RealMadriz,1,WalterFerreti,1,X
2021-01-24,Costa Rica Primera,Alajuelense,1,SanCarlos,1,X
2021-01-24,Italy Serie B,Lecce,2,Empoli,2,X
2021-01-24,New Zealand Premiership,EasternSuburbs,1,AucklandCity,1,X
2021-01-24,New Zealand Premiership,TeamWellington,5,WellingtonPhoenixReserves,2,1
2021-01-24,Australia A League,WellingtonPhoenix,1,NewcastleJets,2,2
2021-01-24,India I League,TRAU,2,ChennaiCity,0,1
2021-01-24,Turkey Lig 1,Tuzlaspor,0,AkhisarBelediyespor,3,2
2021-01-24,Vietnam V League,HoChiMinhCity,2,HongLinhHaTinh,0,1
2021-01-24,Turkey Lig 1,Keciorengucu,2,Boluspor,0,1
2021-01-24,Turkey Super Lig,Konyaspor,0,Antalyaspor,0,X
2021-01-24,India I League,Aizawl,1,AiffXI,1,X
2021-01-24,Vietnam V League,QuangNinh,0,DaNang,1,2
2021-01-24,Holland Eerste Divisie,FCVolendam,1,DeGraafschap,4,2
2021-01-24,Holland Eredivisie,FortunaSittard,1,Ajax,2,2
2021-01-24,Portugal LigaPro,Mafra,1,Estoril,1,X
2021-01-24,Italy Serie A,Juventus,2,Bologna,0,1
2021-01-24,France Ligue 1,Bordeaux,2,Angers,1,1
2021-01-24,Greece Football League,Karaiskakis,1,Kissamikos,1,X
2021-01-24,Greece Football League,PanahaikiPatras,2,OFIIerapetras,0,1
2021-01-24,England FA Cup,Chelsea,3,Luton,1,1
2021-01-24,South Africa Premiership,Tshakhuma,0,SupersportUnited,2,2
2021-01-24,Albania Superliga,SkenderbeuKorce,1,ApoloniaFier,1,X
2021-01-24,Cyprus 1. Division,ApoelNicosia,0,AnorthosisFamagusta,0,X
2021-01-24,Germany Bundesliga,Hoffenheim,3,FCKoln,0,1
2021-01-24,Brazil Serie B,Cruzeiro,0,Nautico,0,X
2021-01-24,Brazil Serie A,Ceara,2,Palmeiras,1,1
2021-01-24,Brazil Serie A,AtleticoParanaense,2,Flamengo,1,1
2021-01-24,Brazil Serie A,Internacional,2,Gremio,1,1
2021-01-24,Belgium Division 2,KVSKUnited,3,RWDM,2,1
2021-01-24,Mexico Liga MX,Toluca,2,Necaxa,0,1
2021-01-24,Romania Liga I,Botosani,4,DinamoBucharest,0,1
2021-01-24,Spain Primera Liga,CeltaVigo,1,Eibar,1,X
2021-01-24,Portugal Superliga,Moreirense,2,Portimonense,2,X
2021-01-24,Czech First League,SpartaPrague,1,MladaBoleslav,0,1
2021-01-24,Belgium Juliper League,StandardLiege,3,Charleroi,2,1
2021-01-24,Spain Segunda Liga,Castellon,2,SportingGijon,0,1
2021-01-24,Saudi Arabia Pro League,AlEttifaq,1,AlAhliJeddah,2,2
2021-01-24,Italy Serie A,Lazio,2,Sassuolo,1,1
2021-01-24,Hungary NB I,BudapestHonved,2,ZalaegerszegTE,2,X
2021-01-24,Holland Eerste Divisie,RodaJC,2,FCUtrechtII,1,1
2021-01-24,Spain Segunda Liga,LasPalmas,2,Leganes,1,1
2021-01-24,Belgium Juliper League,OudHeverlee,0,Gent,3,2
2021-01-24,Colombia Copa Mustang,America,1,ItaguiDitares,1,X
2021-01-24,Brazil Serie A,Santos,3,Goias,4,2
2021-01-24,Brazil Serie A,SportRecife,2,Bahia,0,1
2021-01-24,Brazil Serie A,AtleticoGoianiense,2,FortalezaCE,0,1
2021-01-24,Italy Serie A,HellasVerona,3,Napoli,1,1
2021-01-24,Costa Rica Primera,Jicaral,2,Herediano,0,1
2021-01-24,Nicaragua Liga Primera,Chinandega,0,Diriangen,3,2
2021-01-24,Portugal Superliga,Famalicao,0,Guimaraes,1,2
2021-01-24,Italy Serie A,Parma,0,Sampdoria,2,2
2021-01-24,Spain Primera Liga,AtleticoMadrid,3,Valencia,1,1
2021-01-24,France Ligue 1,StEtienne,0,Lyon,5,2
2021-01-24,England FA Cup,Everton,3,SheffWed,0,1
2021-01-24,Costa Rica Primera,Grecia,0,PerezZeledon,0,X
2021-01-24,Chile Primera,DeportesLaSerena,2,CuricoUnido,0,1
2021-01-24,Italy Serie B,Cremonese,1,Spal,1,X
2021-01-24,England FA Cup,ManUtd,3,Liverpool,2,1
2021-01-24,Brazil Serie B,PontePreta,3,CRB,1,1
2021-01-24,Cyprus 1. Division,NeaSalamina,1,ApollonLimassol,1,X
2021-01-24,Spain Segunda Liga,UDLogrones,0,RealOviedo,0,X
2021-01-24,England Championship,Middlesbrough,0,Blackburn,1,2
2021-01-24,Czech First League,Plzen,2,Pardubice,0,1
2021-01-24,Belgium Juliper League,ZulteWaregem,0,BeerschotWilrijk,3,2
2021-01-24,Belgium Division 2,Westerlo,4,RFCSeraing,3,1
2021-01-24,Switzerland Super League,StGallen,0,Lugano,1,2
2021-01-24,Saudi Arabia Pro League,AlFateh,0,AlRaed,2,2
2021-01-24,Hungary NB I,PaksiSE,2,Diosgyori,1,1
2021-01-24,England FA Cup,Fulham,0,Burnley,3,2
2021-01-24,England FA Cup,Brentford,1,Leicester,3,2
2021-01-24,Germany Bundesliga,Schalke,40,BayernMunich,4,1
2021-01-24,France Ligue 1,Dijon,1,Strasbourg,1,X
2021-01-24,France Ligue 1,Metz,2,Nantes,0,1
2021-01-24,Portugal LigaPro,Chaves,2,Arouca,1,1
2021-01-24,Italy Serie A,Genoa,1,Cagliari,0,1
2021-01-24,Croatia 1.HNL,Istra,2,NKSlaven,1,1
2021-01-24,Portugal Superliga,Maritimo,0,PacosFerreira,3,2
2021-01-24,France Ligue 1,Reims,1,Brestois,0,1
2021-01-24,Turkey Super Lig,Besiktas,2,Goztepespor,1,1
2021-01-24,Holland Eredivisie,Feyenoord,2,AZ,3,2
2021-01-24,Romania Liga I,GazMetanMedias,2,CSMSIasi,1,1
2021-01-24,Turkey Super Lig,GaziantepBB,1,Hatayspor,1,X
2021-01-24,Turkey Lig 1,Samsunspor,1,Altay,0,1
2021-01-24,France Ligue 1,Rennes,0,Lille,1,2
2021-01-24,Scottish League Cup,Livingston,1,StMirren,0,1
2021-01-24,Albania Superliga,Vllaznia,0,KastriotiKruje,0,X
2021-01-24,Austria Bundesliga,LASKLinz,2,WSGWattens,4,2
2021-01-24,Saudi Arabia Pro League,IttihadJeddah,1,AlNassr,1,X
2021-01-24,Greece Etniki Katigoria,Panaitolikos,0,Lamia,0,X
2021-01-24,Spain Primera Liga,Elche,0,Barcelona,2,2
2021-01-24,Switzerland Super League,FCVaduz,0,YoungBoys,0,X
2021-01-24,Greece Etniki Katigoria,PASGiannina,0,VolosNps,1,2
2021-01-23,England Conference,Weymouth,1,Hartlepool,0,1
2021-01-23,England Conference,Chesterfield,2,Wrexham,1,1
2021-01-23,England Conference,DagenhamandRedbridge,3,KingsLynn,2,1
2021-01-23,England Conference,NottsCounty,0,Torquay,0,X
2021-01-23,England Conference,Stockport,1,BorehamWood,1,X
2021-01-23,England Conference,SuttonUtd,3,Eastleigh,0,1
2021-01-23,England Conference,Wealdstone,3,Aldershot,4,2
2021-01-23,Spain Segunda Liga,RayoVallecano,1,Mallorca,3,2
2021-01-23,England Conference,Woking,0,MaidenheadUtd,0,X
2021-01-23,England Conference,Bromley,1,Halifax,2,2
2021-01-23,England League 2,Morecambe,3,Colchester,0,1
2021-01-23,England League 2,Oldham,3,NewportCounty,2,1
2021-01-23,England Conference,Barnet,1,Altrincham,2,2
2021-01-23,England League 2,PortVale,1,Walsall,3,2
2021-01-23,England League 2,Southend,0,Mansfield,1,2
2021-01-23,Switzerland Challenge League,Chiasso,0,Winterthur,3,2
2021-01-23,Northern Ireland Premier League,Coleraine,2,DungannonSwifts,0,1
2021-01-23,England Conference,DoverAthletic,0,SolihullMoors,2,2
2021-01-23,Belgium Juliper League,KVMechelen,3,Eupen,0,1
2021-01-23,Turkey Lig 1,AdanaDemirspor,1,Bursaspor,2,2
2021-01-23,England League 2,LeytonOrient,0,ForestGreen,1,2
2021-01-23,Turkey Super Lig,IstanbulBuyuksehirBSK,1,CaykurRizespor,1,X
2021-01-23,Hungary NB I,Puskas,1,Ferencvarosi,1,X
